title,new title,papago title,google title,pororo title
"""'나혼자산다' 박나래 모녀, 웃음·눈물 모두 선사한 여행 준비기(종합)""",나혼자산다 박나래 모녀 웃음 눈물 모두 선사한 여행 준비기,여행을 위해 박나래 모녀의 웃음과 눈물이 모두 준비됐다.,,
[★밤TView]'복면가왕' 이미쉘·이현경·나영·주병진 반전 존재감,복면가왕 이미쉘 이현경 나영 주병진 반전 존재감,"복면가왕 이미셸, 이현경, 나영, 주병진. 예상치 못한 존재.",,
"""'남자친구' 박보검♥송혜교, 진심어린 고백 """"내 안에 당신이 촘촘해요""""(종합)""",남자친구 박보검 송혜교 진심어린 고백 내 안에 당신이 촘촘해요,"남자 친구 박보검, 송혜고.당신은 나에게 너무 친하다.",,
손예진 “자신에 엄격했던 20대…책임감 클 때도”(인터뷰),손예진 자신에 엄격했던 20대 책임감 클 때도,손예진 씨가 20대 때 자신에게 엄격했을 때.,,
"""[단독]강성훈, 젝스키스 떠난다..YG와도 전속계약 해지""",강성훈 젝스키스 떠난다 YG와도 전속계약 해지,강성훈이 젝스키스를 떠난다. 그는 또한 YG와의 전속 계약을 해지했다.,,
"""[이슈S] 오초희→산이, '이수역 폭행' 사건 언급 후폭풍""",오초희 산이 이수역 폭행 사건 언급 후폭풍,오초희 샌 이수 역에서 폭행 사례를 언급했다.,,
"""[단독]'2019 미코 진' 김세연, 언니도 '2018 미주 선'…김창환의 '미코딸들'""",2019 미코 진 김세연 언니도 2018 미주 선 김창환의 미코딸들,2019 MICO JIN 김세연은 김창환의 2018 MICO Daughters이기도 하다.,,
"""낸시랭, 왕진진과 결혼 후 근황..흑발 미녀의 청순""",낸시랭 왕진진과 결혼 후 근황 흑발 미녀의 청순,제가 낸시랑 왕진 씨랑 결혼하고 나서 지금까지 해온 일. 흑발 미녀.,,
"""빅토리아♥데이비드 베컴, 이렇게 행복한 여섯 식구…""""귀염둥이 막내딸""""""",빅토리아 데이비드 베컴 이렇게 행복한 여섯 식구 귀염둥이 막내딸,빅토리아 데이비드 베컴. 여섯 식구 중 막내 귀여운 딸입니다.,,
"""'연예가중계' 이서진 """"내가 '꽃할배' 된다면 짐꾼은 택연 추천""""""",연예가중계 이서진 내가 꽃할배 된다면 짐꾼은 택연 추천,연예 주간 이서진. 내가 꽃할아버지가 되면 짐꾼이 택연을 추천해요.,,
"""'런닝맨' 라이언 레이놀즈, 빛나는 활약…유재석·김종국 벌칙(종합)""",런닝맨 라이언 레이놀즈 빛나는 활약 유재석 김종국 벌칙,"런닝맨 라이언 레이놀즈의 눈부신 활약. 유재석, 김종국. 벌칙.",,
주진모 “불법 해킹 공포감…메시지 언급 여성 및 지인에 사과” [전문],주진모 불법 해킹 공포감 메시지 언급 여성 및 지인에 사과,주진모가 불법 해킹에 대한 두려움에 대해 여성과 지인들에게 사과한다.,,
"""[단독] '복면가왕' 6연승 만찢남 이석훈 """"실력에 대한 의심 해결, 뜻깊은 시간""""(인터뷰)(종합)""",복면가왕 6연승 만찢남 이석훈 실력에 대한 의심 해결 뜻깊은 시간,그것은 의미 있는 시간은 훈의 기술에 대해 의심합니다.,,
"""[종합] 정아♥정창영, 28일 결혼→5살차 연상연하 부부..""""행복""""""",정아 정창영 28일 결혼 5살차 연상연하 부부 행복,정아 씨랑 정창영 씨. 28일 축하해. 5살짜리 부부입니다.,,
"""'복면가왕' 월요병=노지훈 """"'위탄' 후 방탄소년단과 숙소생활 함께했다""""""",복면가왕 월요병 노지훈 위탄 후 방탄소년단과 숙소생활 함께했다.,복면가왕 노지훈이 승선한 뒤 숙소에서 방탄소년단과 함께 생활했다.,,
"""'같이 살래요' 장미희, 치매 증세 """"서연우가 누구야?"""" (종합)""",같이 살래요 장미희 치매 증세 서연우가 누구야,나는 그녀와 살고 싶다.누구야 선미 Mihee 치매 증상으로?,,
"""'호텔 델루나' 이지은 """"장만월로 살았던 6개월..인생 가장 화려한 시간""""""",호텔 델루나 이지은 장만월로 살았던 6개월 인생 가장 화려한 시간,Del Luna Lee Jiun 호텔. 그녀의 6개월 인생 중 가장 화려했던 시간.,,
"""'서울메이트'소유, 어릴적 사진 공개...""""지금과 이미지 달라""""""",서울메이트 소유 어릴적 사진 공개 지금과 이미지 달라,서울 메이트의 어린 시절 사진 몇장을 지금부터 다르다.,,
"""'핸섬 타이거즈', 감격의 첫 승…손지창, 진심 조언 """"또 한 번의 기적 만들길"""" [종합]""",핸섬 타이거즈 감격의 첫 승 손지창 진심 조언 또 한 번의 기적 만들길,미남 타이거즈의 첫 승 손지창. 나는 네가 또 다른 기적을 일으키길 바라.,,
"""'SKY 캐슬' 이연수, 정준호 첫사랑+아픈 엄마로 첫등장 '염정아 위기'[종합]""",SKY 캐슬 이연수 정준호 첫사랑 아픈 엄마로 첫등장 염정아 위기,"정준호의 첫사랑인 SKY캐슬 이연수, 염정아가 아픈 엄마로 첫 등장.",,
"""'장윤정♥' 도경완, 폭풍성장 아들과 캠핑 근황..""""언젠간 엄마도 함께"""" [★SHOT!]""",장윤정 도경완 폭풍성장 아들과 캠핑 근황 언젠간 엄마도 함께,"장윤정, 도경완, 그리고 그의 아들이 많이 컸습니다. 언젠가 우리 엄마도 우리와 함께 했으면 좋겠어.",,
"""김건모 결혼 내년 5월로 연기…""""보다 많은 분 초청""""""",김건모 결혼 내년 5월로 연기 보다 많은 분 초청,김건모의 결혼식은 내년 5월입니다. 연기보다 더 많은 사람들이 초대될 것이다.,,
"""개그맨 김경진, 모델 전수민과 6월27일 결혼(공식)""",개그맨 김경진 모델 전수민과 6월27일 결혼,코미디언 김 경진.메리는 모델 전지현 Su-min 6월 27일.,,
"""미소짓고, 하늘보고…박유천, 남달랐던 영장실질심사 출석 현장""",미소짓고 하늘보고 박유천 남달랐던 영장실질심사 출석 현장,박유천은 미소를 지으며 하늘을 올려다보았다. 영장실질심사 출석.,,
"""[종합] '장제원子' 노엘, 음주운전사고 3500만원 합의…운전자 바꿔치기 인정""",장제원자 노엘 음주운전사고 3500만원 합의 운전자 바꿔치기 인정,"장제원 노엘 음주운전 사고 3,500만원 운전자 전환 동의 2005.08",,
"""'같이 살래요' 유동근, 장미희에 """"해아 물산 며느리, 내 딸이다""""""",같이 살래요 유동근 장미희에 해아 물산 며느리 내 딸이다.,"나는 당신과 함께 살고 싶어요, 유동근 장미희, 해아물산의 며느리.",,
"""[단독]이상화♥강남 커플 ‘연내 결혼’ 가시화, 양가 부모에 인사""",이상화 강남 커플 연내 결혼 가시화 양가 부모에 인사,"이상화 강남 커플, 올해 안에 결혼가정 부모에게 인사",,
"""아이돌 아버지 셰프 '직원 성폭행 피소'.. """"방송 출연 경력""""""",아이돌 아버지 셰프 직원 성폭행 피소 방송 출연 경력,성폭행에 아이돌 아버지 요리사의 경험이다.,,
"""""""온통 웃는 사진 뿐""""..故 설리, 밝았던 최진리만 기억할게요 [Oh!쎈 탐구]""",온통 웃는 사진 뿐 고 설리 밝았던 최진리만 기억할게요,밝고 미소 짓던 최진리가 기억에 남습니다.,,
"""[단독] 강다니엘, 휴대폰 번호까지 바꿨다..워너원과 연락 無""",강다니엘 휴대폰 번호까지 바꿨다 워너원과 연락 무,나는 심지어 강다니엘의 핸드폰 번호도 바꿨어. 워너원과는 연락 안 돼,,
"""최종훈, 집단 성폭행 의혹…""""동석했지만 성관계 NO"""" [종합]""",최종훈 집단 성폭행 의혹 동석했지만 성관계 NO,최종훈은 성폭행 의혹이 제기된 자리에 동석했지만 성관계는 없었다.,,
"""남태현 눈물 """"미워하지 말아달라"""" 걱정↑…소속사 """"스트레스多, 안정 찾았다"""" [종합]""",남태현 눈물 미워하지 말아달라 걱정 소속사 스트레스다 안정 찾았다.,남 Tae-hyun의 눈물을 싫어하지 마.나는 그 소속사에 의해 스트레스가 쌓여요.,,
"""잔나비 최정훈 """"처참한 마음…제 아버지는 그런 사람 아닙니다""""""",잔나비 최정훈 처참한 마음 제 아버지는 그런 사람 아닙니다.,Jannabi 최 Jung-hoon의 비참한 심장 나의 아버지는 그렇지 않다.,,
"""'슈돌' 서언-서준, 첫만남부터 이별까지 6년‥""""그동안 고마웠어""""""",슈돌 서언 서준 첫만남부터 이별까지 6년 그동안 고마웠어,당신은 지난 6년 동안 첫번째 회의는 분열로로 감사한다,,
"""싱글맘 장백지, 셋째 출산 인정…아빠는 대체 누구?[룩@차이나]""",싱글맘 장백지 셋째 출산 인정 아빠는 대체 누구,싱글 엄마 장 씨 Baekji.셋째 출산.누가 너의 아빠니?,,
"""""""나 혼자 열애중""""…데이지 안타깝게 만든 송윤형의 열애설 부인[종합]""",나 혼자 열애중 데이지 안타깝게 만든 송윤형의 열애설 부인,내가 유일한 데이트.이었고 슬프게 송 Yunhyeong의 아내.,,
"""‘미쓰 코리아’ 한고은 vs 박나래, 마크 리퍼트 입맛 사로잡을 굴순두부찌개은 누가? [간밤TV]""",미쓰 코리아 한고은 vs 박나래 마크 리퍼트 입맛 사로잡을 굴순두부찌개은 누가,미스코리아 한고은 대. 박나래. 마크 리퍼트의 굴 순두부 스튜를 누가 이길까요?,,
"""비아이, 마약 의혹→탈퇴·전속계약 해지…아이콘 어떻게 되나 [종합]""",비아이 마약 의혹 탈퇴 전속계약 해지 아이콘 어떻게 되나,B의 전속 계약을 해지하는 아이콘은 무엇입니까?내가 마약을 끊었다고요?,,
"""'아사연' 하일x문단열, 사돈 됐다..재익♥에스더 '첫 만남'(종합)""",아사연 하일x문단열 사돈 됐다 재익 에스더 첫 만남,"Asayeon, 하 위원장)달 단열.Jaeik, 에스더의 첫 만남이었다.",,
"""""""매일매일 지옥""""..이유영, '실수' 맞다 해도 걱정·응원·관심ing(종합)[Oh!쎈 이슈]""",매일매일 지옥 이유영 실수 맞다 해도 걱정 응원 관심중,이유영의 실수일지라도 걱정도 되고 관심도 생긴다.,,
"""[어게인TV] '비디오스타' 유소영 """"고윤성과의 열애, 이유 모를 악플 많았다""""""",비디오스타 유소영 고윤성과의 열애 이유 모를 악플 많았다.,"비디오스타 유소영, 고윤성과의 열애 이유에 대해 악플이 많았다.",,
"""[종합]'새댁' 클라라, 신혼집→화려한 일상 공개…여전히 '핫' 이슈메이커""",새댁 클라라 신혼집 화려한 일상 공개 여전히 핫 이슈메이커,"새로운 집 클라라의 신혼집이 그녀의 일상을 공개하다, 여전히 핫 이슈 메이커",,
"""[단독] 배우 박하나, 한의사와 열애 중♥""",배우 박하나 한의사와 열애 중,여배우 공원 하나 한방 의사와 사귀고 있다.,,
"""'싱글와이프' 윤상·심혜진, '♡' 넘치는 7년차 기러기 부부(ft, 훈남子)[종합]""",싱글와이프 윤상 심혜진 넘치는 7년차 기러기 부부,단일 아내 윤상 심 혜.7일 올해 거위 부부.,,
[Oh!쎈 레터] 성추문→아내 폭행설..'또 논란' 김흥국의 아쉬운 행보,성추문 아내 폭행설 또 논란 김흥국의 아쉬운 행보,그의 아내에 주장하는 폭행에 김 Heung-guk의 실망스러운 움직임이다.,,
"""양세종 측 """"필로폰 투약 배우 양씨 아냐..현재 드라마 촬영 중"""" (공식)""",양세종 측 필로폰 투약 배우 양씨 아냐 현재 드라마 촬영 중,양세종의 필로폰 투약 배우 양씨. 그는 지금 드라마 촬영을 하고 있습니다.,,
"""손현주, 이필모♥서수연 결혼식 사회 인증 “다시 뭉친 ‘솔약국집 아들들’”""",손현주 이필모 서수연 결혼식 사회 인증 다시 뭉친 솔약국집 아들들,"손현주, 이필모, 서수연. 솔약국의 아들들이 결혼사회임을 증명하기 위해 다시 뭉쳤다.",,
[단독]전현무·한혜진 결별 묵묵부답 속 현재 ‘나 혼자 산다’ 녹화中,전현무 한혜진 결별 묵묵부답 속 현재 나 혼자 산다 녹화중,"전현무와 한혜진이 여전히 결별에 대해 침묵하고 있다. 그들은 ""나 혼자 산다""를 촬영하고 있다.",,
"""[SC리뷰]'정글의법칙' 나라→돈스파이크→김인권 줄줄이 이탈, 어떡하나""",정글의법칙 나라 돈스파이크 김인권 줄줄이 이탈 어떡하나,정글의 나라 돈스파이크 김인권 선수가 줄줄이 떠난다.,,
'슈돌' 뉴이스트 민현·렌 등장…라임이의 뜨거운 시선 '폭소',슈돌 뉴이스트 민현 렌 등장 라임이의 뜨거운 시선 폭소,"슈퍼 주니어, NU'EST, 민현, 렌. 라임의 뜨거운 눈빛 웃음.",,
"""[스브스타] """"말린 오징어 같다"""" 예비 신랑 향한 악플에 서유리가 남긴 답글""",말린 오징어 같다 예비 신랑 향한 악플에 서유리가 남긴 답글,마른 오징어 같아. 예비신부에 대한 악플에 대한 유리의 답변.,,
[종합] ‘옥탑방의 문제아들’ 이혜성 “♥전현무 매력은 애교” (ft.안비밀연애),옥탑방의 문제아들 이혜성 전현무 매력은 애교,"문제가 된 옥탑방 아들 이혜성, 전현무의 매력이 애교다.",,
"""류현경♥︎박성훈, 공개연애 4년차 애정전선 이상無..""""의지 많이 된다""""[종합]""",류현경 박성훈 공개연애 4년차 애정전선 이상무 의지 많이 된다.,류현경과 박성훈은 공개연애 4년차에 대한 무관심이 크다.,,
"""[TV톡톡] 양세형→조세호, 막내라인이 살아야 '무도'가 산다""",양세형 조세호 막내라인이 살아야 무도 가 산다.,YangSe-hyung와 조 씨 세호의 막내 라인 살기 위해 살아가야만 한다.,,
"""안정환♥이혜원 딸 리원, 소유진과 인증..화려한 인맥""",안정환 이혜원 딸 리원 소유진과 인증 화려한 인맥,"안정환, 이원의 딸 이혜원, 소유진. 훌륭한 네트워크.",,
"""[단독]윤종신, '라스' 12년만에 하차→음악활동 집중…""""유종의 미""""[종합]""",윤종신 라스 12년만에 하차 음악활동 집중 유종의 미,윤종신이 12년 만에 라스에서 하차했다. 음악 활동에 집중하세요. 끝맺음의 묘미.,,
"""'해투4' 이서진, 한지민 '대본 리딩 격리설' 해명…""""날씨가 좋아서"""" [SC컷]""",해투4 이서진 한지민 대본 리딩 격리설 해명 날씨가 좋아서,"Happy Together 4, 이서진, 한지민. 읽기에 대해 설명하십시오. 날씨가 좋다.",,
"""한채아 """"결혼→출산, 책임감 강해져…어른 된 것 같다"""" [화보]""",한채아 결혼 출산 책임감 강해져 어른 된 것 같다.,한채아는 결혼과 출산에 대한 책임감이 강한 어른이 된 것 같다.,,
"""김지원 """"SNS 안 하는 이유? 일과 사생활 분리하는 편"""" [화보]""",김지원 SNS 안 하는 이유 일과 사생활 분리하는 편,김지원 씨는 왜 SNS를 안 하나요? 그녀는 일과 사생활을 구분한다.,,
"""허안나, 예비신랑♥과 행복한 웨딩사진..""""술 마시다 고백""""[종합]""",허안나 예비신랑 과 행복한 웨딩사진 술 마시다 고백,허안나의 신랑으로 축하합니다 결혼 사진.고백 음주 중.,,
